Site,Longitude,Latitude,C14Age,C14Error,AgeCalBP,LabID,Database,Reference,Comment
Topper,-81.3578414176021,32.9882196386508,890,30,784,Beta-350126,p3k14c (Bird et al. 2022),"Bird, D., Miranda, L., vander Linden, M., Robinson, E., Bocinsky, R. K., Nicholson, C., Capriles, J. M., Finley, J. B., Gayo, E. M., Gil, A., d’Alpoim Guedes, J., Hoggarth, J. A., Kay, A., Loftus, E., Lombardo, U., Mackie, M., Palmisano, A., Solheim, S., Kelly, R. L., & Freeman, J. (2022). p3k14c, a synthetic global database of archaeological radiocarbon dates. Scientific Data, 9(1), 27. https://doi.org/10.1038/s41597-022-01118-7",Zea mays
Harsch,-95.7270442137698,38.6524054615827,895,20,784,ISGS-A1760,p3k14c (Bird et al. 2022),"Bird, D., Miranda, L., vander Linden, M., Robinson, E., Bocinsky, R. K., Nicholson, C., Capriles, J. M., Finley, J. B., Gayo, E. M., Gil, A., d’Alpoim Guedes, J., Hoggarth, J. A., Kay, A., Loftus, E., Lombardo, U., Mackie, M., Palmisano, A., Solheim, S., Kelly, R. L., & Freeman, J. (2022). p3k14c, a synthetic global database of archaeological radiocarbon dates. Scientific Data, 9(1), 27. https://doi.org/10.1038/s41597-022-01118-7",Zea mays
Carajá 1,-53.1341,-24.4668,855,95,779,SI-2193,EXPAND (de Souza et al. 2020),"de Souza, J. G., Alcaina Mateos, J., & Madella, M. (2020). Archaeological expansions in tropical South America during the late Holocene: Assessing the role of demic diffusion. PLOS ONE, 15(4), e0232367. https://doi.org/10.1371/journal.pone.0232367",Formative (Lowland South America)
Cross Site,-91.259825728075,41.2185655728847,880,40,779,Beta-141042,p3k14c (Bird et al. 2022),"Bird, D., Miranda, L., vander Linden, M., Robinson, E., Bocinsky, R. K., Nicholson, C., Capriles, J. M., Finley, J. B., Gayo, E. M., Gil, A., d’Alpoim Guedes, J., Hoggarth, J. A., Kay, A., Loftus, E., Lombardo, U., Mackie, M., Palmisano, A., Solheim, S., Kelly, R. L., & Freeman, J. (2022). p3k14c, a synthetic global database of archaeological radiocarbon dates. Scientific Data, 9(1), 27. https://doi.org/10.1038/s41597-022-01118-7",Zea mays
,-108.207571044615,40.6184265097284,870,60,779,Beta-196824,p3k14c (Bird et al. 2022),"Bird, D., Miranda, L., vander Linden, M., Robinson, E., Bocinsky, R. K., Nicholson, C., Capriles, J. M., Finley, J. B., Gayo, E. M., Gil, A., d’Alpoim Guedes, J., Hoggarth, J. A., Kay, A., Loftus, E., Lombardo, U., Mackie, M., Palmisano, A., Solheim, S., Kelly, R. L., & Freeman, J. (2022). p3k14c, a synthetic global database of archaeological radiocarbon dates. Scientific Data, 9(1), 27. https://doi.org/10.1038/s41597-022-01118-7",Zea mays
Currie,-97.3096632630466,34.7046893084828,855,85,776,Tx-830,p3k14c (Bird et al. 2022),"Bird, D., Miranda, L., vander Linden, M., Robinson, E., Bocinsky, R. K., Nicholson, C., Capriles, J. M., Finley, J. B., Gayo, E. M., Gil, A., d’Alpoim Guedes, J., Hoggarth, J. A., Kay, A., Loftus, E., Lombardo, U., Mackie, M., Palmisano, A., Solheim, S., Kelly, R. L., & Freeman, J. (2022). p3k14c, a synthetic global database of archaeological radiocarbon dates. Scientific Data, 9(1), 27. https://doi.org/10.1038/s41597-022-01118-7",Zea mays
Praça de Piragiba,-43.8333,-12.1978,870,50,774,GIF-10999,EXPAND (de Souza et al. 2020),"de Souza, J. G., Alcaina Mateos, J., & Madella, M. (2020). Archaeological expansions in tropical South America during the late Holocene: Assessing the role of demic diffusion. PLOS ONE, 15(4), e0232367. https://doi.org/10.1371/journal.pone.0232367",Formative (Lowland South America)
Puesto Ortubia I,-68.2,-35.6,,,772, AA-26197,Ancient Maize Map (Blake et al. 2012),"Blake, M., B. Benz, N. Jakobsen, R. Wallace, S. Formosa, K. Supernant, D. Moreiras and A. Wong (2012) Ancient Maize Map, Version 1.1: An Online Database and Mapping Program for Studying the Archaeology of Maize in the Americas. http://en.ancientmaize.com/. Laboratory of Archaeology, University of B.C., Vancouver.",Zea mays
Clark,-80.2839917126049,36.6784574942004,850,80,770,Beta-226808,p3k14c (Bird et al. 2022),"Bird, D., Miranda, L., vander Linden, M., Robinson, E., Bocinsky, R. K., Nicholson, C., Capriles, J. M., Finley, J. B., Gayo, E. M., Gil, A., d’Alpoim Guedes, J., Hoggarth, J. A., Kay, A., Loftus, E., Lombardo, U., Mackie, M., Palmisano, A., Solheim, S., Kelly, R. L., & Freeman, J. (2022). p3k14c, a synthetic global database of archaeological radiocarbon dates. Scientific Data, 9(1), 27. https://doi.org/10.1038/s41597-022-01118-7",Zea mays
Point of Fork,-78.2774054305816,37.8419630324135,870,40,769,Beta-226807,p3k14c (Bird et al. 2022),"Bird, D., Miranda, L., vander Linden, M., Robinson, E., Bocinsky, R. K., Nicholson, C., Capriles, J. M., Finley, J. B., Gayo, E. M., Gil, A., d’Alpoim Guedes, J., Hoggarth, J. A., Kay, A., Loftus, E., Lombardo, U., Mackie, M., Palmisano, A., Solheim, S., Kelly, R. L., & Freeman, J. (2022). p3k14c, a synthetic global database of archaeological radiocarbon dates. Scientific Data, 9(1), 27. https://doi.org/10.1038/s41597-022-01118-7",Zea mays
Kingston Lake,-89.7598704021233,40.7881107187363,880,25,769,D-AMS-26577,p3k14c (Bird et al. 2022),"Bird, D., Miranda, L., vander Linden, M., Robinson, E., Bocinsky, R. K., Nicholson, C., Capriles, J. M., Finley, J. B., Gayo, E. M., Gil, A., d’Alpoim Guedes, J., Hoggarth, J. A., Kay, A., Loftus, E., Lombardo, U., Mackie, M., Palmisano, A., Solheim, S., Kelly, R. L., & Freeman, J. (2022). p3k14c, a synthetic global database of archaeological radiocarbon dates. Scientific Data, 9(1), 27. https://doi.org/10.1038/s41597-022-01118-7",Zea mays
Drew,-79.9809896988475,40.4688997175949,835,100,765,M-2198,p3k14c (Bird et al. 2022),"Bird, D., Miranda, L., vander Linden, M., Robinson, E., Bocinsky, R. K., Nicholson, C., Capriles, J. M., Finley, J. B., Gayo, E. M., Gil, A., d’Alpoim Guedes, J., Hoggarth, J. A., Kay, A., Loftus, E., Lombardo, U., Mackie, M., Palmisano, A., Solheim, S., Kelly, R. L., & Freeman, J. (2022). p3k14c, a synthetic global database of archaeological radiocarbon dates. Scientific Data, 9(1), 27. https://doi.org/10.1038/s41597-022-01118-7",Zea mays
Fornholt (NM S:13:9 ASM),-104.304516404181,32.4716427382949,871,26,763,AA-104855,p3k14c (Bird et al. 2022),"Bird, D., Miranda, L., vander Linden, M., Robinson, E., Bocinsky, R. K., Nicholson, C., Capriles, J. M., Finley, J. B., Gayo, E. M., Gil, A., d’Alpoim Guedes, J., Hoggarth, J. A., Kay, A., Loftus, E., Lombardo, U., Mackie, M., Palmisano, A., Solheim, S., Kelly, R. L., & Freeman, J. (2022). p3k14c, a synthetic global database of archaeological radiocarbon dates. Scientific Data, 9(1), 27. https://doi.org/10.1038/s41597-022-01118-7",Zea mays
Lamb,-90.6151436979628,40.1580893960363,875,15,761,UCIAMS-162209,p3k14c (Bird et al. 2022),"Bird, D., Miranda, L., vander Linden, M., Robinson, E., Bocinsky, R. K., Nicholson, C., Capriles, J. M., Finley, J. B., Gayo, E. M., Gil, A., d’Alpoim Guedes, J., Hoggarth, J. A., Kay, A., Loftus, E., Lombardo, U., Mackie, M., Palmisano, A., Solheim, S., Kelly, R. L., & Freeman, J. (2022). p3k14c, a synthetic global database of archaeological radiocarbon dates. Scientific Data, 9(1), 27. https://doi.org/10.1038/s41597-022-01118-7",Zea mays
Rincón de los Indios,-66.636,6.947,835,80,758,I-9400,EXPAND (de Souza et al. 2020),"de Souza, J. G., Alcaina Mateos, J., & Madella, M. (2020). Archaeological expansions in tropical South America during the late Holocene: Assessing the role of demic diffusion. PLOS ONE, 15(4), e0232367. https://doi.org/10.1371/journal.pone.0232367",Formative (Lowland South America)
Cambria,-94.0671627487686,44.034600977446,863,23,758,PRI-4785,p3k14c (Bird et al. 2022),"Bird, D., Miranda, L., vander Linden, M., Robinson, E., Bocinsky, R. K., Nicholson, C., Capriles, J. M., Finley, J. B., Gayo, E. M., Gil, A., d’Alpoim Guedes, J., Hoggarth, J. A., Kay, A., Loftus, E., Lombardo, U., Mackie, M., Palmisano, A., Solheim, S., Kelly, R. L., & Freeman, J. (2022). p3k14c, a synthetic global database of archaeological radiocarbon dates. Scientific Data, 9(1), 27. https://doi.org/10.1038/s41597-022-01118-7",Zea mays
Km 175,-53.7004,-3.7118,860,30,757,Beta-324180,EXPAND (de Souza et al. 2020),"de Souza, J. G., Alcaina Mateos, J., & Madella, M. (2020). Archaeological expansions in tropical South America during the late Holocene: Assessing the role of demic diffusion. PLOS ONE, 15(4), e0232367. https://doi.org/10.1371/journal.pone.0232367",Formative (Lowland South America)
Surubabel,-38.7122,-8.9019,810,150,756,UFBA-1595,EXPAND (de Souza et al. 2020),"de Souza, J. G., Alcaina Mateos, J., & Madella, M. (2020). Archaeological expansions in tropical South America during the late Holocene: Assessing the role of demic diffusion. PLOS ONE, 15(4), e0232367. https://doi.org/10.1371/journal.pone.0232367",Formative (Lowland South America)
Wright Farm,-85.8259141771577,33.7713519330299,850,50,756,Beta-80366,p3k14c (Bird et al. 2022),"Bird, D., Miranda, L., vander Linden, M., Robinson, E., Bocinsky, R. K., Nicholson, C., Capriles, J. M., Finley, J. B., Gayo, E. M., Gil, A., d’Alpoim Guedes, J., Hoggarth, J. A., Kay, A., Loftus, E., Lombardo, U., Mackie, M., Palmisano, A., Solheim, S., Kelly, R. L., & Freeman, J. (2022). p3k14c, a synthetic global database of archaeological radiocarbon dates. Scientific Data, 9(1), 27. https://doi.org/10.1038/s41597-022-01118-7",Zea mays
Tayolor Mound,-91.7200871351122,33.5894837560772,850,40,751,Beta-285964,p3k14c (Bird et al. 2022),"Bird, D., Miranda, L., vander Linden, M., Robinson, E., Bocinsky, R. K., Nicholson, C., Capriles, J. M., Finley, J. B., Gayo, E. M., Gil, A., d’Alpoim Guedes, J., Hoggarth, J. A., Kay, A., Loftus, E., Lombardo, U., Mackie, M., Palmisano, A., Solheim, S., Kelly, R. L., & Freeman, J. (2022). p3k14c, a synthetic global database of archaeological radiocarbon dates. Scientific Data, 9(1), 27. https://doi.org/10.1038/s41597-022-01118-7",Zea mays
Boxed Springs,-94.9415617146645,32.7364211342701,850,40,751,Beta-288476,p3k14c (Bird et al. 2022),"Bird, D., Miranda, L., vander Linden, M., Robinson, E., Bocinsky, R. K., Nicholson, C., Capriles, J. M., Finley, J. B., Gayo, E. M., Gil, A., d’Alpoim Guedes, J., Hoggarth, J. A., Kay, A., Loftus, E., Lombardo, U., Mackie, M., Palmisano, A., Solheim, S., Kelly, R. L., & Freeman, J. (2022). p3k14c, a synthetic global database of archaeological radiocarbon dates. Scientific Data, 9(1), 27. https://doi.org/10.1038/s41597-022-01118-7",Zea mays
Banheiro,-63.0217,-7.5051,845,45,748,SI-4271,EXPAND (de Souza et al. 2020),"de Souza, J. G., Alcaina Mateos, J., & Madella, M. (2020). Archaeological expansions in tropical South America during the late Holocene: Assessing the role of demic diffusion. PLOS ONE, 15(4), e0232367. https://doi.org/10.1371/journal.pone.0232367",Formative (Lowland South America)
Turner,-90.4064896082996,36.7165604549228,815,100,748,M-1958,p3k14c (Bird et al. 2022),"Bird, D., Miranda, L., vander Linden, M., Robinson, E., Bocinsky, R. K., Nicholson, C., Capriles, J. M., Finley, J. B., Gayo, E. M., Gil, A., d’Alpoim Guedes, J., Hoggarth, J. A., Kay, A., Loftus, E., Lombardo, U., Mackie, M., Palmisano, A., Solheim, S., Kelly, R. L., & Freeman, J. (2022). p3k14c, a synthetic global database of archaeological radiocarbon dates. Scientific Data, 9(1), 27. https://doi.org/10.1038/s41597-022-01118-7",Zea mays
Etowah Indian Mounds,-83.6970968935921,32.8065620009256,850,22,748,UGAMS-29229,p3k14c (Bird et al. 2022),"Bird, D., Miranda, L., vander Linden, M., Robinson, E., Bocinsky, R. K., Nicholson, C., Capriles, J. M., Finley, J. B., Gayo, E. M., Gil, A., d’Alpoim Guedes, J., Hoggarth, J. A., Kay, A., Loftus, E., Lombardo, U., Mackie, M., Palmisano, A., Solheim, S., Kelly, R. L., & Freeman, J. (2022). p3k14c, a synthetic global database of archaeological radiocarbon dates. Scientific Data, 9(1), 27. https://doi.org/10.1038/s41597-022-01118-7",Zea mays
Roundtop,-76.1,42.1,,,743, AA-26541,Ancient Maize Map (Blake et al. 2012),"Blake, M., B. Benz, N. Jakobsen, R. Wallace, S. Formosa, K. Supernant, D. Moreiras and A. Wong (2012) Ancient Maize Map, Version 1.1: An Online Database and Mapping Program for Studying the Archaeology of Maize in the Americas. http://en.ancientmaize.com/. Laboratory of Archaeology, University of B.C., Vancouver.",Zea mays
Chilibulo,-78.833333,-0.233333,850,120,743,SI-354,Andes 14C (Ziółkowski et al. 2023),"Ziółkowski, M.S., Pazdur, M.F., Krzanowski, A., Michczynski, A. (2023) Andes 14C Radiocarbon Database for Central Andes. https://andesc14.pl/en/.",Zea mays
Drumheller,-112.7,51.4,,,740, Beta-219108,Ancient Maize Map (Blake et al. 2012),"Blake, M., B. Benz, N. Jakobsen, R. Wallace, S. Formosa, K. Supernant, D. Moreiras and A. Wong (2012) Ancient Maize Map, Version 1.1: An Online Database and Mapping Program for Studying the Archaeology of Maize in the Americas. http://en.ancientmaize.com/. Laboratory of Archaeology, University of B.C., Vancouver.",Zea mays
Aragbus,-51.4148,3.4766,840,40,740,Beta-255786,EXPAND (de Souza et al. 2020),"de Souza, J. G., Alcaina Mateos, J., & Madella, M. (2020). Archaeological expansions in tropical South America during the late Holocene: Assessing the role of demic diffusion. PLOS ONE, 15(4), e0232367. https://doi.org/10.1371/journal.pone.0232367",Formative (Lowland South America)
Headquarters,-72.9118555307891,44.8573790897912,840,40,740,Beta-156907,p3k14c (Bird et al. 2022),"Bird, D., Miranda, L., vander Linden, M., Robinson, E., Bocinsky, R. K., Nicholson, C., Capriles, J. M., Finley, J. B., Gayo, E. M., Gil, A., d’Alpoim Guedes, J., Hoggarth, J. A., Kay, A., Loftus, E., Lombardo, U., Mackie, M., Palmisano, A., Solheim, S., Kelly, R. L., & Freeman, J. (2022). p3k14c, a synthetic global database of archaeological radiocarbon dates. Scientific Data, 9(1), 27. https://doi.org/10.1038/s41597-022-01118-7",Zea mays
Werowocomoco,-76.5410078971391,37.4217884422375,840,40,740,Beta-230508,p3k14c (Bird et al. 2022),"Bird, D., Miranda, L., vander Linden, M., Robinson, E., Bocinsky, R. K., Nicholson, C., Capriles, J. M., Finley, J. B., Gayo, E. M., Gil, A., d’Alpoim Guedes, J., Hoggarth, J. A., Kay, A., Loftus, E., Lombardo, U., Mackie, M., Palmisano, A., Solheim, S., Kelly, R. L., & Freeman, J. (2022). p3k14c, a synthetic global database of archaeological radiocarbon dates. Scientific Data, 9(1), 27. https://doi.org/10.1038/s41597-022-01118-7",Zea mays
PE-95-Cm,-34.99,-8.03,785,150,734,BaH-1087-A,EXPAND (de Souza et al. 2020),"de Souza, J. G., Alcaina Mateos, J., & Madella, M. (2020). Archaeological expansions in tropical South America during the late Holocene: Assessing the role of demic diffusion. PLOS ONE, 15(4), e0232367. https://doi.org/10.1371/journal.pone.0232367",Formative (Lowland South America)
Kamusongolwa Kopje,25.85,-13.45,800,100,734,,Russel et al. (2014),"Russell, T., Silva, F., & Steele, J. (2014). Modelling the spread of farming in the Bantu-speaking regions of Africa: an archaeology-based phylogeography. PLoS One, 9(1), e87854.",Bantu
,-88.9647751004482,44.4704826486686,830,40,730,Beta-102855,p3k14c (Bird et al. 2022),"Bird, D., Miranda, L., vander Linden, M., Robinson, E., Bocinsky, R. K., Nicholson, C., Capriles, J. M., Finley, J. B., Gayo, E. M., Gil, A., d’Alpoim Guedes, J., Hoggarth, J. A., Kay, A., Loftus, E., Lombardo, U., Mackie, M., Palmisano, A., Solheim, S., Kelly, R. L., & Freeman, J. (2022). p3k14c, a synthetic global database of archaeological radiocarbon dates. Scientific Data, 9(1), 27. https://doi.org/10.1038/s41597-022-01118-7",Zea mays
Castor Farm,-86.0519292726039,40.0725659434345,830,40,730,Beta-274302,p3k14c (Bird et al. 2022),"Bird, D., Miranda, L., vander Linden, M., Robinson, E., Bocinsky, R. K., Nicholson, C., Capriles, J. M., Finley, J. B., Gayo, E. M., Gil, A., d’Alpoim Guedes, J., Hoggarth, J. A., Kay, A., Loftus, E., Lombardo, U., Mackie, M., Palmisano, A., Solheim, S., Kelly, R. L., & Freeman, J. (2022). p3k14c, a synthetic global database of archaeological radiocarbon dates. Scientific Data, 9(1), 27. https://doi.org/10.1038/s41597-022-01118-7",Zea mays
George E. Richey,-94.9658820797249,33.2167162307975,830,30,726,Beta-300034,p3k14c (Bird et al. 2022),"Bird, D., Miranda, L., vander Linden, M., Robinson, E., Bocinsky, R. K., Nicholson, C., Capriles, J. M., Finley, J. B., Gayo, E. M., Gil, A., d’Alpoim Guedes, J., Hoggarth, J. A., Kay, A., Loftus, E., Lombardo, U., Mackie, M., Palmisano, A., Solheim, S., Kelly, R. L., & Freeman, J. (2022). p3k14c, a synthetic global database of archaeological radiocarbon dates. Scientific Data, 9(1), 27. https://doi.org/10.1038/s41597-022-01118-7",Zea mays
Ganier Tract,-86.7845474560204,36.1694378985985,830,30,726,Beta-419996,p3k14c (Bird et al. 2022),"Bird, D., Miranda, L., vander Linden, M., Robinson, E., Bocinsky, R. K., Nicholson, C., Capriles, J. M., Finley, J. B., Gayo, E. M., Gil, A., d’Alpoim Guedes, J., Hoggarth, J. A., Kay, A., Loftus, E., Lombardo, U., Mackie, M., Palmisano, A., Solheim, S., Kelly, R. L., & Freeman, J. (2022). p3k14c, a synthetic global database of archaeological radiocarbon dates. Scientific Data, 9(1), 27. https://doi.org/10.1038/s41597-022-01118-7",Zea mays
Losey 3,-77.2542230562382,41.7722754962118,820,40,721,Beta-191965,p3k14c (Bird et al. 2022),"Bird, D., Miranda, L., vander Linden, M., Robinson, E., Bocinsky, R. K., Nicholson, C., Capriles, J. M., Finley, J. B., Gayo, E. M., Gil, A., d’Alpoim Guedes, J., Hoggarth, J. A., Kay, A., Loftus, E., Lombardo, U., Mackie, M., Palmisano, A., Solheim, S., Kelly, R. L., & Freeman, J. (2022). p3k14c, a synthetic global database of archaeological radiocarbon dates. Scientific Data, 9(1), 27. https://doi.org/10.1038/s41597-022-01118-7",Zea mays
Broome Tech,-76.7599525889308,42.1414963906412,820,40,721,AA-31006,p3k14c (Bird et al. 2022),"Bird, D., Miranda, L., vander Linden, M., Robinson, E., Bocinsky, R. K., Nicholson, C., Capriles, J. M., Finley, J. B., Gayo, E. M., Gil, A., d’Alpoim Guedes, J., Hoggarth, J. A., Kay, A., Loftus, E., Lombardo, U., Mackie, M., Palmisano, A., Solheim, S., Kelly, R. L., & Freeman, J. (2022). p3k14c, a synthetic global database of archaeological radiocarbon dates. Scientific Data, 9(1), 27. https://doi.org/10.1038/s41597-022-01118-7",Cucurbita sp.
